region_id,region_name_vi,TOPSIS_score,D_plus,D_minus,rank
2,Đồng bằng sông Hồng,0.9738799260421132,0.007624541469297715,0.28427897616969056,1.0
5,Đông Nam Bộ,0.9317421467536839,0.019639209412796232,0.2680816678015216,2.0
3,Bắc Trung Bộ và duyên hải miền Trung,0.4065182838604797,0.1719233233643269,0.11776264115477181,3.0
1,Trung du miền núi phía Bắc,0.19214918463988934,0.2373012484328412,0.05644265071400919,4.0
6,Đồng bằng sông Cửu Long,0.12097259193458797,0.2547046607616254,0.03505269882080958,5.0
4,Tây Nguyên,0.009788424816252222,0.28547660982471806,0.002821989160800599,6.0
