K_share,D_share,AI_share,H_share,K,D,AI,H,gdp_gain,inclusion,green_score,data_security,risk_index
0.10000029326235016,0.11085617491826522,0.18786309352910294,0.6012804382902817,8000.023460988013,8868.493993461218,15029.047482328235,48102.43506322253,82741.53675197648,72081.02732394909,56658.051096676914,47559.382664713354,0.011060425793966919
0.10433352472302282,0.16738866453043,0.1709646776905277,0.5573131330560195,8346.681977841825,13391.0931624344,13677.174215242216,44585.05064448156,82478.19412610642,70649.87683683868,57035.48860430387,47454.65520536776,0.025007670832316392
0.10000020914801967,0.23248797751211103,0.1300076500693324,0.5375041632705368,8000.016731841574,18599.038200968884,10400.612005546593,43000.333061642945,81710.15526779651,70927.98265189101,58111.81524525532,47208.05610255789,0.024999852156770558
0.10000008342380759,0.10522847985527038,0.15195610473188734,0.6428153319890347,8000.006673904607,8418.278388421631,12156.488378550986,51425.22655912278,81647.17865225532,74480.28966651805,57300.73660608163,47081.7679413241,-0.012734916854664866
0.10001655878619214,0.10013185361067775,0.14376596710576675,0.6560856204973633,8001.324702895372,8010.54828885422,11501.27736846134,52486.84963978906,81375.90632488455,75172.86651791619,57434.69098485258,46960.3613699289,-0.019682048304963506
0.1000495754911623,0.16741906893729658,0.12969969013398178,0.6028316654375594,8003.966039292984,13393.525514983727,10375.975210718541,48226.533235004754,81335.74542497734,73442.07478004854,57907.95792916741,46995.10384645572,-0.0011957026776971136
0.10022531055126485,0.2371321453568613,0.1047447324966092,0.5578978115952646,8018.024844101188,18970.571628548903,8379.578599728737,44631.82492762117,80984.23838175478,72270.68526189869,58585.57158865096,46895.95047227832,0.011776303228140092
0.10000193488024563,0.22992206845126167,0.10000845176971336,0.5700675448987793,8000.15479041965,18393.765476100933,8000.676141577069,45605.403591902344,80807.77815391406,72850.35022782466,58655.54402564283,46815.82784361244,0.00597455630161621
0.1000173886723434,0.17722678725709604,0.10713708734056189,0.6156187367299987,8001.3910937874725,14178.142980567683,8570.96698724495,49249.49893839989,80723.40784234925,74439.40185117774,58355.3442512065,46738.2022184244,-0.01082112054422768
0.10000276613197594,0.1348006873742995,0.10415455697691255,0.661041989516812,8000.2212905580745,10784.054989943961,8332.364558153004,52883.35916134496,80397.80783898433,76250.8728694674,58274.84532533841,46564.49627079062,-0.029586050379260848
0.10000111909149818,0.10588752687936226,0.10641776301548855,0.687693591013651,8000.089527319855,8471.00215034898,8513.421041239084,55015.48728109208,80302.91534449931,77223.6446688153,58140.723702513416,46500.96954714824,-0.03979395094785258
0.10000193159858489,0.10007255761224663,0.10000945379209569,0.6999160569970728,8000.154527886792,8005.804608979731,8000.756303367655,55993.28455976582,80080.65061346066,77836.51073898427,58240.007240381994,46400.322287320654,-0.04596464793632507
