K_share,D_share,AI_share,H_share,K,D,AI,H,gdp_gain,inclusion,green_score,data_security,risk_index,compromise_score,solver
0.10000121307990151,0.20671184938241544,0.26851540304934696,0.42477153448833604,8000.09704639212,16536.947950593236,21481.232243947758,33981.722759066884,85665.61996613201,63496.44792980948,55480.762476606345,48898.45566777694,0.09779439402974086,0.43871045400328096,pymoo.NSGA2
