episode,reward
192,1255.8
193,1360.2
194,1202.85
195,1189.2499999999998
196,1266.1000000000001
197,1230.95
198,1286.4500000000003
199,1250.2000000000003
200,1264.4999999999998
201,1275.9
202,1234.9
203,1239.95
204,1282.85
205,1287.3
206,1215.15
207,1302.0499999999997
208,1157.4
209,1354.0500000000002
210,1365.6000000000001
211,1229.6499999999999
212,1382.8500000000004
213,1341.3000000000002
214,1280.7
215,1258.95
216,1275.1499999999999
217,1365.7500000000002
218,1343.9000000000003
219,1301.9
220,1360.9
221,1224.3000000000002
222,1220.1
223,1240.8
224,1226.4500000000003
225,1278.2
226,1211.75
227,1329.6499999999996
228,1298.6999999999998
229,1258.25
230,1336.1
231,1293.3000000000002
232,1366.2500000000002
233,1354.0500000000002
234,1213.15
235,1295.6000000000001
236,1313.4
237,1322.75
238,1264.1000000000001
239,1284.55
240,1357.5000000000002
241,1249.5000000000002
242,1258.4
243,1305.8
244,1232.8500000000001
245,1265.3999999999999
246,1240.9000000000003
247,1265.05
248,1281.0500000000002
249,1379.8000000000004
250,1245.3500000000001
251,1356.7
252,1354.0500000000002
253,1336.5500000000002
254,1308.4999999999998
255,1292.35
256,1260.1000000000001
257,1310.3999999999999
258,1226.6
259,1298.7000000000003
260,1243.65
261,1284.45
262,1280.5000000000002
263,1312.9999999999998
264,1182.55
265,1411.8000000000002
266,1328.8
267,1313.0000000000002
268,1189.4499999999998
269,1201.6000000000001
270,1307.1999999999998
271,1319.3999999999999
272,1356.3000000000002
273,1272.7000000000003
274,1238.3999999999999
275,1311.0500000000002
276,1337.3000000000002
277,1258.1000000000001
278,1275.6
279,1259.6499999999999
280,1340.0499999999997
281,1342.5000000000002
282,1343.1000000000001
283,1385.6500000000003
284,1295.2000000000003
285,1299.7499999999998
286,1355.2
287,1232.15
288,1262.5000000000002
289,1276.85
290,1320.95
291,1305.25
292,1285.3500000000001
293,1296.3
294,1277.3499999999997
295,1355.6000000000001
296,1292.4499999999998
297,1285.2500000000002
298,1250.4000000000003
299,1335.2
300,1337.3
301,1363.15
302,1338.45
303,1275.5
304,1330.9499999999998
305,1327.8999999999996
306,1391.7500000000002
307,1368.2500000000002
308,1310.9500000000003
309,1329.9999999999998
310,1334.0000000000002
311,1289.1499999999999
312,1281.0
313,1331.3999999999996
314,1386.5500000000002
315,1280.7
316,1291.8
317,1329.4
318,1383.5000000000002
319,1352.1000000000001
320,1308.6
321,1294.9999999999998
322,1315.1000000000001
323,1347.5
324,1360.7000000000003
325,1249.9
326,1352.7500000000002
327,1315.6000000000001
328,1269.5000000000002
329,1379.8
330,1333.5
331,1389.95
332,1290.1
333,1324.1000000000001
334,1345.7000000000003
335,1375.1500000000003
336,1320.9500000000003
337,1327.1
338,1349.4
339,1305.7500000000002
340,1320.8500000000001
341,1266.9
342,1349.1000000000001
343,1301.8000000000002
344,1320.6500000000003
345,1349.3000000000002
346,1309.4
347,1314.5
348,1363.5
349,1354.0500000000004
350,1329.6000000000001
351,1365.7500000000002
352,1314.3500000000001
353,1345.75
354,1329.8000000000002
355,1363.65
356,1388.7000000000003
357,1348.8500000000004
358,1340.4
359,1330.1000000000001
360,1317.4
361,1340.0499999999997
362,1302.4499999999998
363,1317.1
364,1284.25
365,1309.1500000000003
366,1347.8
367,1357.0000000000002
368,1296.6000000000001
369,1403.3000000000002
370,1336.3999999999999
371,1290.8500000000001
372,1325.6999999999998
373,1343.05
374,1281.55
375,1315.9500000000003
376,1278.2500000000002
377,1325.1000000000001
378,1272.5
379,1315.6000000000001
380,1316.3500000000004
381,1302.2
382,1339.1499999999996
383,1288.6000000000001
384,1303.1
385,1317.3499999999997
386,1320.9
387,1336.15
388,1311.7
389,1250.5499999999997
390,1317.85
391,1350.15
392,1350.25
393,1323.0500000000002
394,1261.4499999999998
395,1257.5500000000002
396,1270.75
397,1325.1
398,1345.7
399,1292.6999999999998
400,1335.15
401,1359.2
402,1246.6000000000001
403,1340.9499999999998
404,1311.8500000000001
405,1372.3999999999999
406,1322.4
407,1313.8500000000001
408,1328.05
409,1390.1000000000004
410,1284.25
411,1277.8500000000001
412,1316.8000000000002
413,1290.9
414,1281.6999999999998
415,1372.4
416,1306.9
417,1354.5000000000002
418,1248.45
419,1304.0500000000002
420,1373.4
421,1367.3
422,1307.9
423,1288.9999999999998
424,1336.45
425,1313.3
426,1333.6500000000003
427,1348.9
428,1296.1000000000001
429,1369.8000000000002
430,1373.3500000000001
431,1338.9
432,1326.9000000000003
433,1355.7500000000002
434,1290.0000000000002
435,1318.65
436,1313.5
437,1318.15
438,1304.9499999999998
439,1298.0499999999997
440,1323.2500000000002
441,1303.0
442,1351.65
443,1349.6000000000001
444,1276.7500000000002
445,1368.25
446,1333.55
447,1360.7500000000002
448,1336.2500000000002
449,1252.35
450,1368.4000000000003
451,1301.0999999999997
452,1311.4499999999998
453,1367.2500000000002
454,1336.7500000000002
455,1289.8000000000002
456,1391.2000000000003
457,1400.4000000000003
458,1297.6499999999999
459,1347.2499999999998
460,1312.75
461,1251.4
462,1286.4499999999998
463,1301.3999999999999
464,1345.4499999999998
465,1314.15
466,1282.5000000000002
467,1256.6
468,1338.3
469,1304.3999999999999
470,1310.6999999999998
471,1329.1500000000003
472,1271.6000000000001
473,1316.0500000000002
474,1289.0
475,1262.85
476,1364.3000000000002
477,1302.65
478,1262.1000000000001
479,1307.8999999999999
480,1303.5500000000002
481,1379.2500000000002
482,1281.9499999999998
483,1312.8500000000001
484,1325.8500000000001
485,1325.85
486,1291.5
487,1274.6000000000004
488,1304.3
489,1341.8000000000002
490,1286.35
491,1312.2500000000002
492,1306.2000000000003
493,1367.55
494,1386.1500000000003
495,1326.4499999999998
496,1284.8
497,1293.4
498,1333.0500000000002
499,1366.85
500,1306.6999999999998
501,1329.15
502,1335.0
503,1307.7
504,1308.6499999999996
505,1318.5000000000002
506,1332.95
507,1336.7999999999997
508,1312.5000000000002
509,1242.8000000000002
510,1287.45
511,1314.65
512,1338.45
513,1314.9
514,1371.95
515,1321.65
516,1320.3500000000001
517,1363.0500000000002
518,1337.3
519,1321.75
520,1300.8
521,1299.6000000000001
522,1270.5
523,1334.6000000000001
524,1346.5499999999997
525,1312.8999999999999
526,1293.3
527,1314.3
528,1368.5500000000002
529,1354.3500000000001
530,1341.05
531,1342.8
532,1338.3500000000001
533,1267.1
534,1285.1999999999998
535,1305.05
536,1328.4
537,1298.35
538,1310.4500000000003
539,1371.3
540,1293.9500000000003
541,1273.55
542,1382.8500000000001
543,1335.6
544,1315.7500000000002
545,1275.4499999999998
546,1319.9
547,1284.7500000000002
548,1297.3999999999999
549,1273.6
550,1301.85
551,1260.8500000000001
552,1283.8000000000002
553,1275.9999999999998
554,1334.8999999999999
555,1317.7000000000003
556,1338.2
557,1302.95
558,1339.8
559,1358.45
560,1284.2000000000003
561,1337.4499999999998
562,1301.3999999999999
563,1313.3
564,1331.7
565,1302.3999999999999
566,1321.6
567,1297.05
568,1308.8
569,1282.7999999999997
570,1334.4500000000003
571,1346.0
572,1351.8
573,1333.2500000000002
574,1336.25
575,1360.3
576,1315.5500000000002
577,1347.8
578,1339.1499999999996
579,1306.9499999999998
580,1378.7
581,1339.45
582,1283.2999999999997
583,1293.2
584,1310.8999999999999
585,1306.15
586,1321.85
587,1351.5
588,1306.6000000000001
589,1308.8500000000004
590,1378.5500000000002
591,1310.15
592,1367.8500000000001
593,1312.5
594,1343.05
595,1383.6500000000003
596,1339.7000000000003
597,1299.2999999999997
598,1268.3000000000002
599,1374.45
600,1348.8000000000002
601,1282.75
602,1372.2500000000002
603,1341.1000000000001
604,1312.1499999999999
605,1322.9499999999998
606,1268.5
607,1329.4
608,1336.8500000000001
609,1307.4
610,1334.8499999999997
611,1298.45
612,1384.1000000000004
613,1329.6
614,1315.65
615,1322.9500000000003
616,1291.2000000000003
617,1347.0000000000002
618,1269.1499999999999
619,1337.25
620,1357.2
621,1289.3
622,1299.25
623,1281.6999999999998
624,1321.6
625,1326.95
626,1349.3000000000002
627,1329.4
628,1287.4
629,1332.3
630,1348.9000000000003
631,1358.5000000000002
632,1313.35
633,1329.7999999999997
634,1294.2999999999997
635,1332.4
636,1291.5
637,1288.8000000000002
638,1310.6
639,1300.85
640,1369.1000000000001
641,1331.4999999999998
642,1312.9
643,1343.7
644,1338.2500000000002
645,1306.5000000000002
646,1338.9499999999996
647,1338.1000000000001
648,1297.85
649,1305.65
650,1344.9499999999998
651,1286.2999999999997
652,1314.55
653,1338.4
654,1331.0500000000002
655,1370.6000000000001
656,1300.9999999999998
657,1278.1
658,1303.8999999999999
659,1332.8500000000001
660,1308.5000000000002
661,1323.2500000000002
662,1346.75
663,1342.9500000000003
664,1328.4500000000003
665,1332.35
666,1316.9
667,1325.0500000000002
668,1325.7
669,1285.9
670,1338.9999999999998
671,1313.4499999999998
672,1344.2500000000002
673,1336.9500000000003
674,1329.15
675,1286.9999999999998
676,1315.65
677,1328.5
678,1308.1
679,1359.2000000000003
680,1314.3000000000002
681,1314.9
682,1319.0500000000002
683,1355.7500000000002
684,1355.5
685,1361.7000000000003
686,1313.85
687,1311.4
688,1316.7499999999998
689,1323.95
690,1336.9
691,1391.9
692,1355.7500000000002
693,1327.1999999999998
694,1291.45
695,1349.4
696,1364.3000000000002
697,1331.2000000000003
698,1328.2999999999997
699,1331.5500000000002
700,1295.05
